ICD9_CODE,LONG_TITLE
7295,Pain in limb
7296,Residual foreign body in soft tissue
72971,Nontraumatic compartment syndrome of upper extremity
72972,Nontraumatic compartment syndrome of lower extremity
72973,Nontraumatic compartment syndrome of abdomen
72981,Swelling of limb
72982,Cramp of limb
72989,Other musculoskeletal symptoms referable to limbs
72990,"Disorders of soft tissue, unspecified"
72991,Post-traumatic seroma
72992,Nontraumatic hematoma of soft tissue
72999,Other disorders of soft tissue
73001,"Acute osteomyelitis, shoulder region"
73002,"Acute osteomyelitis, upper arm"
73004,"Acute osteomyelitis, hand"
73005,"Acute osteomyelitis, pelvic region and thigh"
73006,"Acute osteomyelitis, lower leg"
73007,"Acute osteomyelitis, ankle and foot"
73008,"Acute osteomyelitis, other specified sites"
73009,"Acute osteomyelitis, multiple sites"
73012,"Chronic osteomyelitis, upper arm"
73013,"Chronic osteomyelitis, forearm"
73015,"Chronic osteomyelitis, pelvic region and thigh"
73016,"Chronic osteomyelitis, lower leg"
73017,"Chronic osteomyelitis, ankle and foot"
73018,"Chronic osteomyelitis, other specified sites"
73019,"Chronic osteomyelitis, multiple sites"
73020,"Unspecified osteomyelitis, site unspecified"
73022,"Unspecified osteomyelitis, upper arm"
73023,"Unspecified osteomyelitis, forearm"
73024,"Unspecified osteomyelitis, hand"
73025,"Unspecified osteomyelitis, pelvic region and thigh"
73026,"Unspecified osteomyelitis, lower leg"
73027,"Unspecified osteomyelitis, ankle and foot"
73028,"Unspecified osteomyelitis, other specified sites"
73029,"Unspecified osteomyelitis, multiple sites"
73088,"Other infections involving bone in diseases classified elsewhere, other specified sites"
73089,"Other infections involving bone in diseases classified elsewhere, multiple sites"
73097,"Unspecified infection of bone, ankle and foot"
7310,Osteitis deformans without mention of bone tumor
7313,Major osseous defects
7318,Other bone involvement in diseases classified elsewhere
7320,Juvenile osteochondrosis of spine
7321,Juvenile osteochondrosis of hip and pelvis
7323,Juvenile osteochondrosis of upper extremity
7324,"Juvenile osteochondrosis of lower extremity, excluding foot"
7325,Juvenile osteochondrosis of foot
73300,"Osteoporosis, unspecified"
73301,Senile osteoporosis
73302,Idiopathic osteoporosis
73309,Other osteoporosis
73311,Pathologic fracture of humerus
73312,Pathologic fracture of distal radius and ulna
73313,Pathologic fracture of vertebrae
73314,Pathologic fracture of neck of femur
73315,Pathologic fracture of other specified part of femur
73316,Pathologic fracture of tibia or fibula
73319,Pathologic fracture of other specified site
73320,"Cyst of bone (localized), unspecified"
73329,Other bone cyst
7333,Hyperostosis of skull
73340,"Aseptic necrosis of bone, site unspecified"
73341,Aseptic necrosis of head of humerus
73342,Aseptic necrosis of head and neck of femur
73345,"Aseptic necrosis of bone, jaw"
73349,"Aseptic necrosis of bone, other"
7335,Osteitis condensans
7336,Tietze's disease
73381,Malunion of fracture
73382,Nonunion of fracture
73390,"Disorder of bone and cartilage, unspecified"
73393,Stress fracture of tibia or fibula
73396,Stress fracture of femoral neck
73399,Other disorders of bone and cartilage
734,Flat foot
7350,Hallux valgus (acquired)
7354,Other hammer toe (acquired)
7355,Claw toe (acquired)
7358,Other acquired deformities of toe
7359,Unspecified acquired deformity of toe
73600,"Unspecified deformity of forearm, excluding fingers"
73605,Wrist drop (acquired)
73609,"Other acquired deformities of forearm, excluding fingers"
73620,Unspecified deformity of finger
73629,Other acquired deformities of finger
73630,Unspecified acquired deformity of hip
7366,Other acquired deformities of knee
73670,"Unspecified deformity of ankle and foot, acquired"
73671,Acquired equinovarus deformity
73672,"Equinus deformity of foot, acquired"
73679,Other acquired deformities of ankle and foot
73681,Unequal leg length (acquired)
73689,Other acquired deformity of other parts of limb
73710,Kyphosis (acquired) (postural)
73711,Kyphosis due to radiation
73712,"Kyphosis, postlaminectomy"
73719,Other kyphosis (acquired)
73722,Other postsurgical lordosis
73729,Other lordosis (acquired)
73730,"Scoliosis [and kyphoscoliosis], idiopathic"
73732,Progressive infantile idiopathic scoliosis
73733,Scoliosis due to radiation
73734,Thoracogenic scoliosis
73739,Other kyphoscoliosis and scoliosis
73741,Kyphosis associated with other conditions
73743,Scoliosis associated with other conditions
7380,Acquired deformity of nose
73810,Unspecified acquired deformity of head
73819,Other specified acquired deformity of head
7383,Acquired deformity of chest and rib
7384,Acquired spondylolisthesis
7385,Other acquired deformity of back or spine
7386,Acquired deformity of pelvis
7388,Acquired deformity of other specified site
7402,Iniencephaly
74100,"Spina bifida with hydrocephalus, unspecified region"
74101,"Spina bifida with hydrocephalus, cervical region"
74103,"Spina bifida with hydrocephalus, lumbar region"
74190,"Spina bifida without mention of hydrocephalus, unspecified region"
74193,"Spina bifida without mention of hydrocephalus, lumbar region"
7420,Encephalocele
7421,Microcephalus
7422,Congenital reduction deformities of brain
7423,Congenital hydrocephalus
7424,Other specified congenital anomalies of brain
74259,Other specified congenital anomalies of spinal cord
7428,Other specified congenital anomalies of nervous system
7429,"Unspecified congenital anomaly of brain, spinal cord, and nervous system"
74320,"Buphthalmos, unspecified"
74322,Buphthalmos associated with other ocular anomalies
74330,"Congenital cataract, unspecified"
74343,"Other corneal opacities, congenital"
74349,Other congenital anomalies of anterior segment
74353,"Chorioretinal degeneration, congenital"
74359,Other congenital anomalies of posterior segment
74361,Congenital ptosis
74362,Congenital deformities of eyelids
74363,Other specified congenital anomalies of eyelid
74365,Specified congenital anomalies of lacrimal passages
7439,Unspecified anomaly of eye
74401,Absence of external ear
74402,Other anomalies of external ear with impairment of hearing
74405,Anomalies of inner ear
7441,Accessory auricle
74423,Microtia
74429,Other specified anomalies of ear
7443,Unspecified anomaly of ear
74441,Branchial cleft sinus or fistula
74442,Branchial cleft cyst
74483,Macrostomia
74489,Other specified congenital anomalies of face and neck
7449,Unspecified congenital anomalies of face and neck
7450,Common truncus
74510,Complete transposition of great vessels
74511,Double outlet right ventricle
74512,Corrected transposition of great vessels
7452,Tetralogy of fallot
7454,Ventricular septal defect
7455,Ostium secundum type atrial septal defect
74560,"Endocardial cushion defect, unspecified type"
74561,Ostium primum defect
74569,Other endocardial cushion defects
7458,Other bulbus cordis anomalies and anomalies of cardiac septal closure
7459,Unspecified defect of septal closure
74600,"Congenital pulmonary valve anomaly, unspecified"
74601,"Atresia of pulmonary valve, congenital"
74602,"Stenosis of pulmonary valve, congenital"
74609,Other congenital anomalies of pulmonary valve
7461,"Tricuspid atresia and stenosis, congenital"
7462,Ebstein's anomaly
7463,Congenital stenosis of aortic valve
7464,Congenital insufficiency of aortic valve
7466,Congenital mitral insufficiency
7467,Hypoplastic left heart syndrome
74681,Subaortic stenosis
74682,Cor triatriatum
74683,Infundibular pulmonic stenosis
74684,"Obstructive anomalies of heart, not elsewhere classified"
74685,Coronary artery anomaly
74686,Congenital heart block
74687,Malposition of heart and cardiac apex
74689,Other specified congenital anomalies of heart
7469,Unspecified congenital anomaly of heart
7470,Patent ductus arteriosus
74710,Coarctation of aorta (preductal) (postductal)
74711,Interruption of aortic arch
74720,"Anomaly of aorta, unspecified"
74721,Anomalies of aortic arch
74722,Atresia and stenosis of aorta
74729,Other anomalies of aorta
74732,Pulmonary arteriovenous malformation
74740,"Anomaly of great veins, unspecified"
74741,Total anomalous pulmonary venous connection
74742,Partial anomalous pulmonary venous connection
74749,Other anomalies of great veins
7475,Absence or hypoplasia of umbilical artery
74761,Gastrointestinal vessel anomaly
74762,Renal vessel anomaly
74763,Upper limb vessel anomaly
74769,Anomalies of other specified sites of peripheral vascular system
74781,Anomalies of cerebrovascular system
74782,Spinal vessel anomaly
74783,Persistent fetal circulation
74789,Other specified anomalies of circulatory system
7480,Choanal atresia
7481,Other anomalies of nose
7482,Web of larynx
7483,"Other anomalies of larynx, trachea, and bronchus"
7484,Congenital cystic lung
7485,"Agenesis, hypoplasia, and dysplasia of lung"
74860,"Anomaly of lung, unspecified"
74861,Congenital bronchiectasis
74869,Other congenital anomalies of lung
7488,Other specified anomalies of respiratory system
74900,"Cleft palate, unspecified"
74902,"Cleft palate, unilateral, incomplete"
74910,"Cleft lip, unspecified"
74912,"Cleft lip, unilateral, incomplete"
74920,"Cleft palate with cleft lip, unspecified"
74921,"Cleft palate with cleft lip, unilateral, complete"
74922,"Cleft palate with cleft lip, unilateral, incomplete"
74923,"Cleft palate with cleft lip, bilateral, complete"
74924,"Cleft palate with cleft lip, bilateral, incomplete"
74925,Other combinations of cleft palate with cleft lip
7500,Tongue tie
75010,"Congenital anomaly of tongue, unspecified"
75016,Microglossia
75019,Other congenital anomalies of tongue
75026,Other specified anomalies of mouth
75029,Other specified anomalies of pharynx
7503,"Tracheoesophageal fistula, esophageal atresia and stenosis"
7504,Other specified anomalies of esophagus
7505,Congenital hypertrophic pyloric stenosis
7508,Other specified anomalies of upper alimentary tract
7509,Unspecified anomaly of upper alimentary tract
7510,Meckel's diverticulum
7511,Atresia and stenosis of small intestine
7512,"Atresia and stenosis of large intestine, rectum, and anal canal"
7513,Hirschsprung's disease and other congenital functional disorders of colon
7514,Anomalies of intestinal fixation
7515,Other anomalies of intestine
75160,"Unspecified anomaly of gallbladder, bile ducts, and liver"
75162,Congenital cystic disease of liver
75169,"Other anomalies of gallbladder, bile ducts, and liver"
7517,Anomalies of pancreas
7520,Anomalies of ovaries
75219,Other anomalies of fallopian tubes and broad ligaments
7522,Doubling of uterus
75240,"Unspecified anomaly of cervix, vagina, and external female genitalia"
75249,"Other anomalies of cervix, vagina, and external female genitalia"
75251,Undescended testis
75261,Hypospadias
75262,Epispadias
75263,Congenital chordee
75265,Hidden penis
75269,Other penile anomalies
75289,Other specified anomalies of genital organs
7529,Unspecified anomaly of genital organs
7530,Renal agenesis and dysgenesis
75310,"Cystic kidney disease, unspecified"
75311,Congenital single renal cyst
75312,"Polycystic kidney, unspecified type"
75313,"Polycystic kidney, autosomal dominant"
75314,"Polycystic kidney, autosomal recessive"
75315,Renal dysplasia
75317,Medullary sponge kidney
75319,Other specified cystic kidney disease
75320,Unspecified obstructive defect of renal pelvis and ureter
75321,Congenital obstruction of ureteropelvic junction
75322,Congenital obstruction of ureterovesical junction
75323,Congenital ureterocele
75329,Other obstructive defects of renal pelvis and ureter
7533,Other specified anomalies of kidney
7534,Other specified anomalies of ureter
7535,Exstrophy of urinary bladder
7536,Atresia and stenosis of urethra and bladder neck
7537,Anomalies of urachus
7538,Other specified anomalies of bladder and urethra
7539,Unspecified anomaly of urinary system
7540,"Congenital musculoskeletal deformities of skull, face, and jaw"
7541,Congenital musculoskeletal deformities of sternocleidomastoid muscle
7542,Congenital musculoskeletal deformities of spine
75430,"Congenital dislocation of hip, unilateral"
75431,"Congenital dislocation of hip, bilateral"
75432,"Congenital subluxation of hip, unilateral"
75433,"Congenital subluxation of hip, bilateral"
75435,Congenital dislocation of one hip with subluxation of other hip
75440,Genu recurvatum
75441,Congenital dislocation of knee (with genu recurvatum)
75444,Congenital bowing of unspecified long bones of leg
75450,Talipes varus
75451,Talipes equinovarus
75453,Metatarsus varus
75460,Talipes valgus
75461,Congenital pes planus
75470,"Talipes, unspecified"
75479,Other deformities of feet
75481,Pectus excavatum
75482,Pectus carinatum
75489,Other specified nonteratogenic anomalies
75500,"Polydactyly, unspecified digits"
75501,Polydactyly of fingers
75502,Polydactyly of toes
75510,Syndactyly of multiple and unspecified sites
75511,Syndactyly of fingers without fusion of bone
75513,Syndactyly of toes without fusion of bone
75520,Unspecified reduction deformity of upper limb
75521,Transverse deficiency of upper limb
75522,"Longitudinal deficiency of upper limb, not elsewhere classified"
75526,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)"
75529,"Longitudinal deficiency, phalanges, complete or partial"
75530,Unspecified reduction deformity of lower limb
75531,Transverse deficiency of lower limb
75537,"Longitudinal deficiency, fibular, complete or partial (with or without distal deficiencies, incomplete)"
75539,"Longitudinal deficiency, phalanges, complete or partial"
75550,Unspecified anomaly of upper limb
75555,Acrocephalosyndactyly
75557,Macrodactylia (fingers)
75559,"Other anomalies of upper limb, including shoulder girdle"
75560,Unspecified anomaly of lower limb
75563,Other congenital deformity of hip (joint)
75564,Congenital deformity of knee (joint)
75566,Other anomalies of toes
75567,"Anomalies of foot, not elsewhere classified"
75569,"Other anomalies of lower limb, including pelvic girdle"
7560,Anomalies of skull and face bones
75610,"Anomaly of spine, unspecified"
75611,"Spondylolysis, lumbosacral region"
75612,Spondylolisthesis
75613,"Absence of vertebra, congenital"
75614,Hemivertebra
75615,"Fusion of spine (vertebra), congenital"
75616,Klippel-Feil syndrome
75617,Spina bifida occulta
75619,Other anomalies of spine
7563,Other anomalies of ribs and sternum
7564,Chondrodystrophy
75651,Osteogenesis imperfecta
7566,Anomalies of diaphragm
75671,Prune belly syndrome
75679,Other congenital anomalies of abdominal wall
75683,Ehlers-Danlos syndrome
75689,"Other specified anomalies of muscle, tendon, fascia, and connective tissue"
7569,Other and unspecified anomalies of musculoskeletal system
7570,Hereditary edema of legs
7571,Ichthyosis congenita
7572,Dermatoglyphic anomalies
75732,Vascular hamartomas
75733,Congenital pigmentary anomalies of skin
75739,Other specified anomalies of skin
7575,Specified anomalies of nails
7576,Specified congenital anomalies of breast
7580,Down's syndrome
7581,Patau's syndrome
7582,Edwards' syndrome
75839,Other autosomal deletions
7585,Other conditions due to autosomal anomalies
7586,Gonadal dysgenesis
7587,Klinefelter's syndrome
75881,Other conditions due to sex chromosome anomalies
75889,Other conditions due to chromosome anomalies
7589,Conditions due to anomaly of unspecified chromosome
7590,Anomalies of spleen
7592,Anomalies of other endocrine glands
7593,Situs inversus
7595,Tuberous sclerosis
7596,"Other hamartoses, not elsewhere classified"
7597,"Multiple congenital anomalies, so described"
75981,Prader-Willi syndrome
75982,Marfan syndrome
75983,Fragile X syndrome
75989,Other specified congenital anomalies
7599,"Congenital anomaly, unspecified"
7600,Maternal hypertensive disorders affecting fetus or newborn
7601,Maternal renal and urinary tract diseases affecting fetus or newborn
7602,Maternal infections affecting fetus or newborn
76070,Unspecified noxious substance affecting fetus or newborn via placenta or breast milk
76072,Narcotics affecting fetus or newborn via placenta or breast milk
76075,Cocaine affecting fetus or newborn via placenta or breast milk
76076,Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk
76077,Anticonvulsants affecting fetus or newborn via placenta or breast milk
76079,Other noxious influences affecting fetus or newborn via placenta or breast milk
7608,Other specified maternal conditions affecting fetus or newborn
7610,Incompetent cervix affecting fetus or newborn
7611,Premature rupture of membranes affecting fetus or newborn
7612,Oligohydramnios affecting fetus or newborn
7613,Polyhydramnios affecting fetus or newborn
7615,Multiple pregnancy affecting fetus or newborn
7617,Malpresentation before labor affecting fetus or newborn
7618,Other specified maternal complications of pregnancy affecting fetus or newborn
7620,Placenta previa affecting fetus or newborn
7621,Other forms of placental separation and hemorrhage affecting fetus or newborn
7622,Other and unspecified morphological and functional abnormalities of placenta affecting fetus or newborn
7623,Placental transfusion syndromes affecting fetus or newborn
7624,Prolapsed umbilical cord affecting fetus or newborn
7625,Other compression of umbilical cord affecting fetus or newborn
7626,Other and unspecified conditions of umbilical cord affecting fetus or newborn
7627,Chorioamnionitis affecting fetus or newborn
7628,Other specified abnormalities of chorion and amnion affecting fetus or newborn
7630,Breech delivery and extraction affecting fetus or newborn
7631,"Other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or newborn"
7633,Delivery by vacuum extractor affecting fetus or newborn
7634,Cesarean delivery affecting fetus or newborn
7635,Maternal anesthesia and analgesia affecting fetus or newborn
7636,Precipitate delivery affecting fetus or newborn
76381,Abnormality in fetal heart rate or rhythm before the onset of labor
76382,Abnormality in fetal heart rate or rhythm during labor
76383,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset"
76384,Meconium passage during delivery
76389,Other specified complications of labor and delivery affecting fetus or newborn
76401,"""Light-for-dates"" without mention of fetal malnutrition, less than 500 grams"
76402,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams"
76403,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams"
76404,"""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams"
76405,"""Light-for-dates""without mention of fetal malnutrition, 1,250- 1,499 grams"
76406,"""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams"
76407,"""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams"
76408,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams"
76409,"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over"
76416,"""Light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams"
76418,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams"
76491,"Fetal growth retardation, unspecified, less than 500 grams"
76492,"Fetal growth retardation, unspecified, 500-749 grams"
76493,"Fetal growth retardation, unspecified, 750-999 grams"
76494,"Fetal growth retardation, unspecified, 1,000-1,249 grams"
76495,"Fetal growth retardation, unspecified, 1,250-1,499 grams"
76496,"Fetal growth retardation, unspecified, 1,500-1,749 grams"
76497,"Fetal growth retardation, unspecified, 1,750-1,999 grams"
76498,"Fetal growth retardation, unspecified, 2,000-2,499 grams"
76499,"Fetal growth retardation, unspecified, 2,500 grams and over"
76500,"Extreme immaturity, unspecified [weight]"
76501,"Extreme immaturity, less than 500 grams"
76502,"Extreme immaturity, 500-749 grams"
76503,"Extreme immaturity, 750-999 grams"
76504,"Extreme immaturity, 1,000-1,249 grams"
76505,"Extreme immaturity, 1,250-1,499 grams"
76506,"Extreme immaturity, 1,500-1,749 grams"
76508,"Extreme immaturity, 2,000-2,499 grams"
76510,"Other preterm infants, unspecified [weight]"
76511,"Other preterm infants, less than 500 grams"
76512,"Other preterm infants, 500-749 grams"
76513,"Other preterm infants, 750-999 grams"
76514,"Other preterm infants, 1,000-1,249 grams"
76515,"Other preterm infants, 1,250-1,499 grams"
76516,"Other preterm infants, 1,500-1,749 grams"
76517,"Other preterm infants, 1,750-1,999 grams"
76518,"Other preterm infants, 2,000-2,499 grams"
76519,"Other preterm infants, 2,500 grams and over"
76521,Less than 24 completed weeks of gestation
76522,24 completed weeks of gestation
76523,25-26 completed weeks of gestation
76524,27-28 completed weeks of gestation
76525,29-30 completed weeks of gestation
76526,31-32 completed weeks of gestation
76527,33-34 completed weeks of gestation
76528,35-36 completed weeks of gestation
76529,37 or more completed weeks of gestation
7660,Exceptionally large baby
7661,"Other ""heavy-for-dates"" infants"
76621,Post-term infant
7670,Subdural and cerebral hemorrhage
76711,Epicranial subaponeurotic hemorrhage (massive)
76719,Other injuries to scalp
7672,Fracture of clavicle due to birth trauma
7673,Other injuries to skeleton due to birth trauma
7675,Facial nerve injury due to birth trauma
7676,Injury to brachial plexus due to birth trauma
7678,Other specified birth trauma
7683,"Fetal distress first noted during labor and delivery, in liveborn infant"
7685,Severe birth asphyxia
7686,Mild or moderate birth asphyxia
7689,Unspecified severity of birth asphyxia in liveborn infant
769,Respiratory distress syndrome in newborn
7700,Congenital pneumonia
77012,Meconium aspiration with respiratory symptoms
77016,Aspiration of blood with respiratory symptoms
77018,Other fetal and newborn aspiration with respiratory symptoms
7702,Interstitial emphysema and related conditions
7703,Pulmonary hemorrhage
7704,Primary atelectasis
7705,Other and unspecified atelectasis
7706,Transitory tachypnea of newborn
7707,Chronic respiratory disease arising in the perinatal period
77081,Primary apnea of newborn
77082,Other apnea of newborn
77083,Cyanotic attacks of newborn
77084,Respiratory failure of newborn
77087,Respiratory arrest of newborn
77088,Hypoxemia of newborn
77089,Other respiratory problems after birth
7709,Unspecified respiratory condition of fetus and newborn
7711,Congenital cytomegalovirus infection
7712,Other congenital infections specific to the perinatal period
7714,Omphalitis of the newborn
7716,Neonatal conjunctivitis and dacryocystitis
7717,Neonatal Candida infection
77181,Septicemia [sepsis] of newborn
77182,Urinary tract infection of newborn
77183,Bacteremia of newborn
77189,Other infections specific to the perinatal period
7720,Fetal blood loss
77210,Intraventricular hemorrhage unspecified grade
77211,"Intraventricular hemorrhage, grade I"
77212,"Intraventricular hemorrhage, grade II"
77213,"Intraventricular hemorrhage, grade III"
77214,"Intraventricular hemorrhage, grade IV"
7722,Subarachnoid hemorrhage of fetus or newborn
7723,Umbilical hemorrhage after birth
7724,Gastrointestinal hemorrhage of fetus or newborn
7726,Cutaneous hemorrhage of fetus or newborn
7728,Other specified hemorrhage of fetus or newborn
7730,Hemolytic disease of fetus or newborn due to Rh isoimmunization
7731,Hemolytic disease of fetus or newborn due to ABO isoimmunization
7732,Hemolytic disease of fetus or newborn due to other and unspecified isoimmunization
7741,Perinatal jaundice from other excessive hemolysis
7742,Neonatal jaundice associated with preterm delivery
77430,"Neonatal jaundice due to delayed conjugation, cause unspecified"
77431,Neonatal jaundice due to delayed conjugation in diseases classified elsewhere
77439,Other neonatal jaundice due to delayed conjugation from other causes
7744,Perinatal jaundice due to hepatocellular damage
7746,Unspecified fetal and neonatal jaundice
7750,"Syndrome of ""infant of a diabetic mother"""
7751,Neonatal diabetes mellitus
7753,Neonatal thyrotoxicosis
7754,Hypocalcemia and hypomagnesemia of newborn
7755,Other transitory neonatal electrolyte disturbances
7756,Neonatal hypoglycemia
7757,Late metabolic acidosis of newborn
77581,Other acidosis of newborn
77589,Other neonatal endocrine and metabolic disturbances
7759,Unspecified endocrine and metabolic disturbances specific to the fetus and newborn
7760,Hemorrhagic disease of newborn
7761,Transient neonatal thrombocytopenia
7762,Disseminated intravascular coagulation in newborn
7763,Other transient neonatal disorders of coagulation
7764,Polycythemia neonatorum
7765,Congenital anemia
7766,Anemia of prematurity
7767,Transient neonatal neutropenia
7768,Other specified transient hematological disorders of fetus or newborn
7771,Meconium obstruction in fetus or newborn
7773,Hematemesis and melena of newborn due to swallowed maternal blood
7774,Transitory ileus of newborn
7776,Perinatal intestinal perforation
7778,Other specified perinatal disorders of digestive system
7779,Unspecified perinatal disorder of digestive system
7780,Hydrops fetalis not due to isoimmunization
7782,Cold injury syndrome of newborn
7783,Other hypothermia of newborn
7784,Other disturbances of temperature regulation of newborn
7785,Other and unspecified edema of newborn
7786,Congenital hydrocele
7788,Other specified conditions involving the integument of fetus and newborn
7789,Unspecified condition involving the integument and temperature regulation of fetus and newborn
7790,Convulsions in newborn
7791,Other and unspecified cerebral irritability in newborn
7792,"Cerebral depression, coma, and other abnormal cerebral signs in fetus or newborn"
7795,Drug withdrawal syndrome in newborn
7796,Termination of pregnancy (fetus)
7797,Periventricular leukomalacia
77981,Neonatal bradycardia
77982,Neonatal tachycardia
77984,Meconium staining
77985,Cardiac arrest of newborn
77989,Other specified conditions originating in the perinatal period
7799,Unspecified condition originating in the perinatal period
78001,Coma
78002,Transient alteration of awareness
78003,Persistent vegetative state
78009,Other alteration of consciousness
7801,Hallucinations
7802,Syncope and collapse
78031,"Febrile convulsions (simple), unspecified"
78033,Post traumatic seizures
78039,Other convulsions
7804,Dizziness and giddiness
78050,"Sleep disturbance, unspecified"
78051,"Insomnia with sleep apnea, unspecified"
78052,"Insomnia, unspecified"
78053,"Hypersomnia with sleep apnea, unspecified"
78054,"Hypersomnia, unspecified"
78055,"Disruption of 24 hour sleep wake cycle, unspecified"
78057,Unspecified sleep apnea
78059,Other sleep disturbances
78060,"Fever, unspecified"
78061,Fever presenting with conditions classified elsewhere
78062,Postprocedural fever
78064,Chills (without fever)
78065,Hypothermia not associated with low environmental temperature
78066,Febrile nonhemolytic transfusion reaction
78071,Chronic fatigue syndrome
78072,Functional quadriplegia
78079,Other malaise and fatigue
7808,Generalized hyperhidrosis
78093,Memory loss
78094,Early satiety
78096,Generalized pain
78097,Altered mental status
78099,Other general symptoms
7810,Abnormal involuntary movements
7811,Disturbances of sensation of smell and taste
7812,Abnormality of gait
7813,Lack of coordination
7816,Meningismus
7817,Tetany
7818,Neurologic neglect syndrome
78194,Facial weakness
78199,Other symptoms involving nervous and musculoskeletal systems
7820,Disturbance of skin sensation
7821,Rash and other nonspecific skin eruption
7822,"Localized superficial swelling, mass, or lump"
7823,Edema
7824,"Jaundice, unspecified, not of newborn"
7825,Cyanosis
78261,Pallor
78262,Flushing
7827,Spontaneous ecchymoses
7828,Changes in skin texture
7830,Anorexia
7831,Abnormal weight gain
78321,Loss of weight
7833,Feeding difficulties and mismanagement
78340,"Lack of normal physiological development, unspecified"
78341,Failure to thrive
78343,Short stature
7835,Polydipsia
7836,Polyphagia
7837,Adult failure to thrive
7840,Headache
7841,Throat pain
7842,"Swelling, mass, or lump in head and neck"
7843,Aphasia
78441,Aphonia
78442,Dysphonia
78443,Hypernasality
78449,Other voice and resonance disorders
78451,Dysarthria
78459,Other speech disturbance
78461,Alexia and dyslexia
78469,Other symbolic dysfunction
7847,Epistaxis
7848,Hemorrhage from throat
78491,Postnasal drip
78492,Jaw pain
78499,Other symptoms involving head and neck
7850,"Tachycardia, unspecified"
7851,Palpitations
7852,Undiagnosed cardiac murmurs
7854,Gangrene
78550,"Shock, unspecified"
78551,Cardiogenic shock
78552,Septic shock
78559,Other shock without mention of trauma
7856,Enlargement of lymph nodes
7859,Other symptoms involving cardiovascular system
78600,"Respiratory abnormality, unspecified"
78601,Hyperventilation
78602,Orthopnea
78603,Apnea
78604,Cheyne-Stokes respiration
78605,Shortness of breath
78606,Tachypnea
78607,Wheezing
78609,Other respiratory abnormalities
7861,Stridor
7862,Cough
78630,"Hemoptysis, unspecified"
78639,Other hemoptysis
7864,Abnormal sputum
78650,"Chest pain, unspecified"
78651,Precordial pain
78652,Painful respiration
78659,Other chest pain
7866,"Swelling, mass, or lump in chest"
7868,Hiccough
7869,Other symptoms involving respiratory system and chest
78701,Nausea with vomiting
78702,Nausea alone
78703,Vomiting alone
78704,Bilious emesis
7871,Heartburn
78720,"Dysphagia, unspecified"
78721,"Dysphagia, oral phase"
78722,"Dysphagia, oropharyngeal phase"
78723,"Dysphagia, pharyngeal phase"
78724,"Dysphagia, pharyngoesophageal phase"
78729,Other dysphagia
7873,"Flatulence, eructation, and gas pain"
7874,Visible peristalsis
78760,Full incontinence of feces
78791,Diarrhea
78799,Other symptoms involving digestive system
7881,Dysuria
78820,"Retention of urine, unspecified"
78821,Incomplete bladder emptying
78829,Other specified retention of urine
78830,"Urinary incontinence, unspecified"
78831,Urge incontinence
78832,"Stress incontinence, male"
78833,Mixed incontinence (male) (female)
78834,Incontinence without sensory awareness
78837,Continuous leakage
78838,Overflow incontinence
78839,Other urinary incontinence
78841,Urinary frequency
78842,Polyuria
78843,Nocturia
7885,Oliguria and anuria
78862,Slowing of urinary stream
78863,Urgency of urination
78864,Urinary hesitancy
78865,Straining on urination
78869,Other abnormality of urination
7887,Urethral discharge
7888,Extravasation of urine
78891,Functional urinary incontinence
78899,Other symptoms involving urinary system
78900,"Abdominal pain, unspecified site"
78901,"Abdominal pain, right upper quadrant"
78902,"Abdominal pain, left upper quadrant"
78903,"Abdominal pain, right lower quadrant"
78904,"Abdominal pain, left lower quadrant"
78905,"Abdominal pain, periumbilic"
78906,"Abdominal pain, epigastric"
78907,"Abdominal pain, generalized"
78909,"Abdominal pain, other specified site"
7891,Hepatomegaly
7892,Splenomegaly
78930,"Abdominal or pelvic swelling, mass, or lump, unspecified site"
78931,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant"
78932,"Abdominal or pelvic swelling, mass, or lump, left upper quadrant"
78933,"Abdominal or pelvic swelling, mass, or lump, right lower quadrant"
78934,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant"
78937,"Abdominal or pelvic swelling, mass, or lump, generalized"
78939,"Abdominal or pelvic swelling, mass, or lump, other specified site"
78940,"Abdominal rigidity, unspecified site"
78947,"Abdominal rigidity, generalized"
78951,Malignant ascites
78959,Other ascites
78960,"Abdominal tenderness, unspecified site"
78961,"Abdominal tenderness, right upper quadrant"
79001,Precipitous drop in hematocrit
79009,Other abnormality of red blood cells
7901,Elevated sedimentation rate
79021,Impaired fasting glucose
